Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Status,Synchronized to Transmission Grid,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,Associated with Combined Heat and Power System,Sector Name,Sector,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Solid Fuel Gasification System?,Carbon Capture Technology?,Turbines or Hydrokinetic Buoys,Time from Cold Shutdown to Full Load,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Planned Net Summer Capacity Uprate (MW),Planned Net Winter Capacity Uprate (MW),Planned Uprate Month,Planned Uprate Year,Planned Net Summer Capacity Derate (MW),Planned Net Winter Capacity Derate (MW),Planned Derate Month,Planned Derate Year,Planned New Prime Mover,Planned Energy Source 1,Planned New Nameplate Capacity (MW),Planned Repower Month,Planned Repower Year,Other Planned Modifications?,Other Modifications Month,Other Modifications Year,Multiple Fuels?,Cofire Fuels?,Switch Between Oil and Natural Gas?
63560,"Sand Point Generating, LLC",1.0,Sand Point,AK,Aleutians East,1,Petroleum Liquids,IC,,S,X,X,,,0.9,0.8,0.4,0.4,0.4,N, , ,SB,Y,12.0,2000.0, , ,N,Electric Utility,1.0,X,DFO,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
63560,"Sand Point Generating, LLC",1.0,Sand Point,AK,Aleutians East,2,Petroleum Liquids,IC,,S,X,X,,,0.9,0.8,0.3,0.3,0.3,N, , ,OP,X,12.0,2000.0, , ,N,Electric Utility,1.0,X,DFO,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
63560,"Sand Point Generating, LLC",1.0,Sand Point,AK,Aleutians East,3,Petroleum Liquids,IC,,S,X,X,,,0.5,0.8,0.3,0.3,0.3,N, , ,OP,X,12.0,2010.0, , ,N,Electric Utility,1.0,X,DFO,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
63560,"Sand Point Generating, LLC",1.0,Sand Point,AK,Aleutians East,5.1,Petroleum Liquids,IC,,S,X,X,,,0.4,0.8,0.3,0.3,0.2,N, , ,OP,X,2.0,2023.0, , ,Y,Electric Utility,1.0,X,DFO,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
63560,"Sand Point Generating, LLC",1.0,Sand Point,AK,Aleutians East,WT1,Onshore Wind Turbine,WT,,S,X,X,,,0.5,0.89,0.1,0.1,0.1,N, , ,OS,X,10.0,2011.0, , ,N,Electric Utility,1.0,X,WND,,,,,,,,,,,,1,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
63560,"Sand Point Generating, LLC",1.0,Sand Point,AK,Aleutians East,WT2,Onshore Wind Turbine,WT,,S,X,X,,,0.5,0.89,0.3,0.3,0.3,N, , ,OS,X,10.0,2011.0, , ,N,Electric Utility,1.0,X,WND,,,,,,,,,,,,1,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
195,Alabama Power Co,2.0,Bankhead Dam,AL,Tuscaloosa,1,Conventional Hydroelectric,HY,,S,X,X,,,53.9,0.92,53,53,52,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,3.0,Barry,AL,Mobile,1,Natural Gas Steam Turbine,ST,,S,X,X,,,153.1,0.85,80,80,55,N, , ,OP,X,2.0,1954.0, , ,N,Electric Utility,1.0,X,NG,,,,,,NG,,,,,, ,OVER,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,
195,Alabama Power Co,3.0,Barry,AL,Mobile,2,Natural Gas Steam Turbine,ST,,S,X,X,,,153.1,0.85,80,80,55,N, , ,OP,X,7.0,1954.0, , ,N,Electric Utility,1.0,X,NG,,,,,,NG,,,,,, ,OVER,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,3.0,Barry,AL,Mobile,4,Conventional Steam Coal,ST,,S,X,X,,,403.7,0.85,362,362,200,N, , ,OP,X,12.0,1969.0, , ,N,Electric Utility,1.0,X,BIT,,,,,,NG,,,,,, ,OVER,,Y,,,Y,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,3.0,Barry,AL,Mobile,5,Conventional Steam Coal,ST,,S,X,X,,,788.8,0.85,756.5,756.5,465,N, , ,OP,X,10.0,1971.0, , ,N,Electric Utility,1.0,X,BIT,,,,,,NG,,,,,, ,OVER,,Y,,,,Y,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,3.0,Barry,AL,Mobile,A1CT,Natural Gas Fired Combined Cycle,CT,G521,S,X,N,,,170.1,0.85,184.4,194.5,90,N, , ,OP,X,5.0,2000.0, , ,N,Electric Utility,1.0,X,NG,,,,,,,,,,,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,3.0,Barry,AL,Mobile,A1CT2,Natural Gas Fired Combined Cycle,CT,G521,S,X,N,,,170.1,0.85,184.4,194.5,90,N, , ,OP,X,5.0,2000.0, , ,N,Electric Utility,1.0,X,NG,,,,,,,,,,,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,3.0,Barry,AL,Mobile,A1ST,Natural Gas Fired Combined Cycle,CA,G521,S,Y,X,,,195.2,0.85,200,205,136,N, , ,OP,X,5.0,2000.0, , ,N,Electric Utility,1.0,X,NG,,,,,,,,,,,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,3.0,Barry,AL,Mobile,A2C1,Natural Gas Fired Combined Cycle,CT,G522,S,X,N,,,170.1,0.85,186.2,190,86,N, , ,OP,X,5.0,2000.0, , ,N,Electric Utility,1.0,X,NG,,,,,,,,,,,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,3.0,Barry,AL,Mobile,A2C2,Natural Gas Fired Combined Cycle,CT,G522,S,X,N,,,170.1,0.85,186.2,190,86,N, , ,OP,X,5.0,2000.0, , ,N,Electric Utility,1.0,X,NG,,,,,,,,,,,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,3.0,Barry,AL,Mobile,A2ST,Natural Gas Fired Combined Cycle,CA,G522,S,Y,X,,,195.2,0.85,195,200,128,N, , ,OP,X,5.0,2000.0, , ,N,Electric Utility,1.0,X,NG,,,,,,,,,,,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,3.0,Barry,AL,Mobile,A3C1,Natural Gas Fired Combined Cycle,CT,G523,S,X,N,,,464.0,0.85,385,443, ,N, , ,OP,X,11.0,2023.0, , ,N,Electric Utility,1.0,X,NG,,,,,,,,,,,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,3.0,Barry,AL,Mobile,A3ST,Natural Gas Fired Combined Cycle,CA,G523,S,Y,X,,,310.0,0.85,300,300, ,N, , ,OP,X,11.0,2023.0, , ,N,Electric Utility,1.0,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,4.0,Walter Bouldin Dam,AL,Elmore,1,Conventional Hydroelectric,HY,,S,X,X,,,75.0,0.857,74.7,74.7,74,N, , ,OP,X,7.0,1967.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,4.0,Walter Bouldin Dam,AL,Elmore,2,Conventional Hydroelectric,HY,,S,X,X,,,75.0,0.857,74.7,74.7,74,N, , ,OP,X,8.0,1967.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,4.0,Walter Bouldin Dam,AL,Elmore,3,Conventional Hydroelectric,HY,,S,X,X,,,75.0,0.857,74.7,74.7,74,N, , ,OP,X,8.0,1967.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
5701,El Paso Electric Co,9.0,Copper,TX,El Paso,1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,86.9,0.9,63,65,3,N, , ,OP,X,7.0,1980.0,12,2030,N,Electric Utility,1.0,X,NG,,,,,,,,,,N,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,N
195,Alabama Power Co,10.0,Greene County,AL,Greene,1,Natural Gas Steam Turbine,ST,,J,X,X,,,299.2,0.85,257.8,257.8,110,N, , ,OP,X,6.0,1965.0, , ,N,Electric Utility,1.0,X,NG,,,,,,NG,,,,N,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,10.0,Greene County,AL,Greene,2,Natural Gas Steam Turbine,ST,,J,X,X,,,269.2,0.85,258.3,258.3,110,N, , ,OP,X,7.0,1966.0, , ,N,Electric Utility,1.0,X,NG,,,,,,NG,,,,N,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,10.0,Greene County,AL,Greene,GT10,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,80.0,0.85,85,101,66,N, , ,OP,X,5.0,1996.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,,, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
195,Alabama Power Co,10.0,Greene County,AL,Greene,GT2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,80.0,0.85,84,100,66,N, , ,OP,X,5.0,1996.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,,, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
195,Alabama Power Co,10.0,Greene County,AL,Greene,GT3,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,80.0,0.85,82,98,66,N, , ,OP,X,5.0,1995.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,,, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
195,Alabama Power Co,10.0,Greene County,AL,Greene,GT4,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,80.0,0.85,81,97,66,N, , ,OP,X,5.0,1995.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,,, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
195,Alabama Power Co,10.0,Greene County,AL,Greene,GT5,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,80.0,0.85,82,98,66,N, , ,OP,X,5.0,1995.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,,, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
195,Alabama Power Co,10.0,Greene County,AL,Greene,GT6,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,80.0,0.85,81,97,66,N, , ,OP,X,5.0,1995.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,,, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
195,Alabama Power Co,10.0,Greene County,AL,Greene,GT7,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,80.0,0.85,80,96,66,N, , ,OP,X,5.0,1995.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,,, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
195,Alabama Power Co,10.0,Greene County,AL,Greene,GT8,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,80.0,0.85,83,99,66,N, , ,OP,X,5.0,1996.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,,, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
195,Alabama Power Co,10.0,Greene County,AL,Greene,GT9,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,80.0,0.85,82,98,66,N, , ,OP,X,5.0,1996.0, , ,N,Electric Utility,1.0,X,NG,DFO,,,,,,,,,,, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
195,Alabama Power Co,11.0,H Neely Henry Dam,AL,Calhoun,1,Conventional Hydroelectric,HY,,S,X,X,,,24.3,0.9,23.7,22.7,22.3,N, , ,OP,X,6.0,1966.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,11.0,H Neely Henry Dam,AL,Calhoun,2,Conventional Hydroelectric,HY,,S,X,X,,,24.3,0.9,23.7,22.7,22.3,N, , ,OP,X,6.0,1966.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,11.0,H Neely Henry Dam,AL,Calhoun,3,Conventional Hydroelectric,HY,,S,X,X,,,24.3,0.9,23.7,22.7,22.4,N, , ,OP,X,6.0,1966.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,12.0,Holt Dam,AL,Tuscaloosa,1,Conventional Hydroelectric,HY,,S,X,X,,,46.9,0.89,48,48,45,N, , ,OP,X,8.0,1968.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,13.0,Jordan Dam,AL,Elmore,1,Conventional Hydroelectric,HY,,S,X,X,,,25.0,0.862,32.3,32.5,25,N, , ,OP,X,1.0,1929.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,13.0,Jordan Dam,AL,Elmore,2,Conventional Hydroelectric,HY,,S,X,X,,,25.0,0.862,32.3,32.5,25,N, , ,OP,X,1.0,1929.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,13.0,Jordan Dam,AL,Elmore,3,Conventional Hydroelectric,HY,,S,X,X,,,25.0,0.862,32.3,32.5,25,N, , ,OP,X,1.0,1929.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,13.0,Jordan Dam,AL,Elmore,4,Conventional Hydroelectric,HY,,S,X,X,,,25.0,0.862,32.3,32.5,25,N, , ,OP,X,1.0,1929.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,14.0,Logan Martin Dam,AL,Talladega,1,Conventional Hydroelectric,HY,,S,X,X,,,42.7,0.9,43,39.7,41.6,N, , ,OP,X,8.0,1964.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,14.0,Logan Martin Dam,AL,Talladega,2,Conventional Hydroelectric,HY,,S,X,X,,,42.7,0.9,43,39.7,41.6,N, , ,OP,X,8.0,1964.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,14.0,Logan Martin Dam,AL,Talladega,3,Conventional Hydroelectric,HY,,S,X,X,,,42.7,0.9,43,39.7,41.8,N, , ,OP,X,8.0,1964.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,15.0,Lay Dam,AL,Chilton,1,Conventional Hydroelectric,HY,,S,X,X,,,29.5,0.9,30,30.3,29,N, , ,OP,X,4.0,1968.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,15.0,Lay Dam,AL,Chilton,2,Conventional Hydroelectric,HY,,S,X,X,,,29.5,0.9,30,30.3,29,N, , ,OP,X,4.0,1968.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,15.0,Lay Dam,AL,Chilton,3,Conventional Hydroelectric,HY,,S,X,X,,,29.5,0.9,30,30.3,29,N, , ,OP,X,12.0,1967.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,15.0,Lay Dam,AL,Chilton,4,Conventional Hydroelectric,HY,,S,X,X,,,29.5,0.9,30,30.3,29,N, , ,OP,X,10.0,1967.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,15.0,Lay Dam,AL,Chilton,5,Conventional Hydroelectric,HY,,S,X,X,,,29.5,0.9,30,30.3,29,N, , ,OP,X,5.0,1967.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,15.0,Lay Dam,AL,Chilton,6,Conventional Hydroelectric,HY,,S,X,X,,,29.5,0.9,30,30.3,29,N, , ,OP,X,2.0,1967.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,16.0,Martin Dam,AL,Elmore,1,Conventional Hydroelectric,HY,,S,X,X,,,50.2,0.95,41.5,39.4,40,N, , ,OP,X,1.0,1927.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,16.0,Martin Dam,AL,Elmore,2,Conventional Hydroelectric,HY,,S,X,X,,,50.2,0.95,41.5,39.4,40,N, , ,OP,X,1.0,1927.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,16.0,Martin Dam,AL,Elmore,3,Conventional Hydroelectric,HY,,S,X,X,,,50.2,0.95,41.5,39.4,40,N, , ,OP,X,1.0,1927.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,16.0,Martin Dam,AL,Elmore,4,Conventional Hydroelectric,HY,,S,X,X,,,60.0,0.95,57.6,54.7,40,N, , ,OP,X,7.0,1952.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,17.0,Mitchell Dam,AL,Coosa,4,Conventional Hydroelectric,HY,,S,X,X,,,20.0,0.8,22.4,22.7,19,N, , ,OP,X,11.0,1949.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,17.0,Mitchell Dam,AL,Coosa,5,Conventional Hydroelectric,HY,,S,X,X,,,50.0,0.8,46.9,47.4,46,N, , ,OP,X,4.0,1985.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,17.0,Mitchell Dam,AL,Coosa,6,Conventional Hydroelectric,HY,,S,X,X,,,50.0,0.8,46.9,47.4,46,N, , ,OP,X,4.0,1985.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,17.0,Mitchell Dam,AL,Coosa,7,Conventional Hydroelectric,HY,,S,X,X,,,50.0,0.8,46.9,47.4,46,N, , ,OP,X,4.0,1985.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,18.0,Lewis Smith Dam,AL,Walker,1,Conventional Hydroelectric,HY,,S,X,X,,,90.5,0.9,89,87.5,83,N, , ,OP,X,9.0,1961.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,18.0,Lewis Smith Dam,AL,Walker,2,Conventional Hydroelectric,HY,,S,X,X,,,90.5,0.9,89,87.5,83,N, , ,OP,X,7.0,1962.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,19.0,Thurlow Dam,AL,Elmore,1,Conventional Hydroelectric,HY,,S,X,X,,,40.5,0.95,36.2,35.3,32,N, , ,OP,X,1.0,1931.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,19.0,Thurlow Dam,AL,Elmore,2,Conventional Hydroelectric,HY,,S,X,X,,,40.5,0.95,36.2,35.3,32,N, , ,OP,X,1.0,1931.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,19.0,Thurlow Dam,AL,Elmore,3,Conventional Hydroelectric,HY,,S,X,X,,,10.0,0.8,7.5,7.3,7,N, , ,OP,X,1.0,1931.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,20.0,Weiss Dam,AL,Cherokee,1,Conventional Hydroelectric,HY,,S,X,X,,,29.2,0.9,27,24.3,22.3,N, , ,OP,X,7.0,1962.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,20.0,Weiss Dam,AL,Cherokee,2,Conventional Hydroelectric,HY,,S,X,X,,,29.2,0.9,27,24.3,22.3,N, , ,OP,X,6.0,1961.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,20.0,Weiss Dam,AL,Cherokee,3,Conventional Hydroelectric,HY,,S,X,X,,,29.2,0.9,27,24.3,22.3,N, , ,OP,X,6.0,1961.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,21.0,Yates Dam,AL,Elmore,1,Conventional Hydroelectric,HY,,S,X,X,,,25.5,0.901,22,22.5,21,N, , ,OP,X,7.0,1928.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,21.0,Yates Dam,AL,Elmore,2,Conventional Hydroelectric,HY,,S,X,X,,,25.0,0.901,22,22.5,21,N, , ,OP,X,7.0,1928.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,26.0,E C Gaston,AL,Shelby,1,Natural Gas Steam Turbine,ST,,J,X,X,,,272.0,0.85,254,254,70,N, , ,OP,X,5.0,1960.0, , ,N,Electric Utility,1.0,X,NG,BIT,,,,,NG,,,,N,, ,OVER,,Y,,,Y,,, , , , , , , , ,,, , , ,, , ,Y,N,N
195,Alabama Power Co,26.0,E C Gaston,AL,Shelby,2,Natural Gas Steam Turbine,ST,,J,X,X,,,272.0,0.85,256,256,70,N, , ,OP,X,7.0,1960.0, , ,N,Electric Utility,1.0,X,NG,BIT,,,,,NG,,,,N,, ,OVER,,Y,,,Y,,, , , , , , , , ,,, , , ,, , ,Y,N,N
195,Alabama Power Co,26.0,E C Gaston,AL,Shelby,3,Natural Gas Steam Turbine,ST,,J,X,X,,,272.0,0.85,254,254,70,N, , ,OP,X,6.0,1961.0, , ,N,Electric Utility,1.0,X,NG,BIT,,,,,NG,,,,N,, ,OVER,,Y,,,Y,,, , , , , , , , ,,, , , ,, , ,Y,N,N
195,Alabama Power Co,26.0,E C Gaston,AL,Shelby,5,Conventional Steam Coal,ST,,S,X,X,,,952.0,0.85,832,832,700,N, , ,OP,X,8.0,1974.0, , ,N,Electric Utility,1.0,X,BIT,NG,,,,,NG,,,,N,, ,OVER,,Y,,,,Y,, , , , , , , , ,,, , , ,, , ,Y,,
195,Alabama Power Co,26.0,E C Gaston,AL,Shelby,GT4,Petroleum Liquids,GT,,J,X,X,,,21.2,0.85,16,20,16,N, , ,OP,X,6.0,1970.0, , ,N,Electric Utility,1.0,X,DFO,,,,,,,,,,,, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
195,Alabama Power Co,26.0,E C Gaston,AL,Shelby,ST4,Natural Gas Steam Turbine,ST,,J,X,X,,,244.8,0.85,256,256,70,N, , ,OP,X,6.0,1962.0, , ,N,Electric Utility,1.0,X,NG,BIT,,,,,NG,,,,N,, ,OVER,,Y,,,Y,,, , , , , , , , ,,, , , ,, , ,Y,,
29305,City of Madelia - (MN),30.0,Madelia,MN,Watonwan,1,Petroleum Liquids,IC,,S,X,X,,,3.1,0.8,3.1,3.1,1.6,N, , ,OP,X,5.0,2001.0, , ,N,Electric Utility,1.0,X,DFO,NG,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,N, , ,Y,N,Y
29305,City of Madelia - (MN),30.0,Madelia,MN,Watonwan,2,Petroleum Liquids,IC,,S,X,X,,,2.0,0.8,1.8,2,1,N, , ,OP,X,6.0,1965.0, , ,N,Electric Utility,1.0,X,DFO,NG,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,N, , ,Y,N,Y
29305,City of Madelia - (MN),30.0,Madelia,MN,Watonwan,3,Petroleum Liquids,IC,,S,X,X,,,1.1,0.8,0.9,1,0.6,N, , ,OP,X,1.0,1959.0, , ,N,Electric Utility,1.0,X,DFO,NG,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,N, , ,Y,N,Y
29305,City of Madelia - (MN),30.0,Madelia,MN,Watonwan,4,Petroleum Liquids,IC,,S,X,X,,,4.3,0.8,3.7,4,1.7,N, , ,OP,X,6.0,1973.0, , ,N,Electric Utility,1.0,X,DFO,NG,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,N, , ,Y,N,Y
29305,City of Madelia - (MN),30.0,Madelia,MN,Watonwan,5,Petroleum Liquids,IC,,S,X,X,,,1.3,0.8,1.1,1.2,0.7,N, , ,OP,X,3.0,1954.0, , ,N,Electric Utility,1.0,X,DFO,NG,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,N, , ,Y,N,Y
