Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Storage Technology 1,Storage Technology 2,Storage Technology 3,Storage Technology 4,Nameplate Reactive Power Rating,Storage Enclosure Type,Arbitrage,Frequency Regulation,Load Following,Ramping / Spinning Reserve,Co-Located Renewable Firming,Transmission and Distribution Deferral,System Peak Shaving,Load Management,Voltage or Reactive Power Support,Backup Power,Excess Wind and Solar Generation
61012,AES Distributed Energy,61068,AES Lawai Solar Hybrid,HI,Kauai,LAWA2,OP,Batteries,BA,IPP Non-CHP,2,20.0,20.0,20.0,12,2018,100,20,20,LIB,,,,20,CS,,,,,,,Y,,,,Y
56769,Consolidated Edison Development Inc.,61098,Battle Mountain Solar Project,NV,Humboldt,BMBS,OP,Batteries,BA,IPP Non-CHP,2,25.0,25.0,25.0,6,2021,25,25,25,LIB,,,,0.8,CS,,,,,,,,Y,Y,Y,Y
60336,SDGE Batteries,61107,Vanadium Redox Flow Battery Plant,CA,San Diego,VRF,OP,Batteries,BA,Electric Utility,1,2.0,2.0,2.0,6,2017,8,2,2,FLB,,,,2.3,CS,,Y,Y,,Y,,Y,Y,Y,Y,Y
60834,Pima Energy Storage System,61197,Pima Energy Storage System,AZ,Pima,PIMA,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,1,2017,2.5,8,10,LIB,,,,2.9,CS,,Y,,,,,,,,,
62160,"AES ES Alamitos, LLC",61204,"AES ES ALAMITOS, LLC",CA,Los Angeles,ALMTS,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,1,2021,400,100,100,LIB,,,,100,BL,Y,Y,,,,,,,,,
17633,Southern Indiana Gas & Elec Co,61334,Volkman Road Solar Array Hybrid,IN,Vanderburgh,VRSA2,OP,Batteries,BA,Electric Utility,1,1.0,1.0,1.0,1,2019,4.6,1,1,LIB,,,,1.2,CT,,,,,,,Y,,,,Y
54888,NRG Texas Power LLC,61362,NRG Elbow Creek Energy Storage Project,TX,Howard,ECBS,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,2.0,11,2017,0.7,2,2,LIB,,,,2,CS,Y,Y,,,,,,,,,
16609,San Diego Gas & Electric Co,61366,Top Gun Energy Storage,CA,San Diego,TGES,OP,Batteries,BA,Electric Utility,1,30.0,30.0,30.0,6,2021,120,30,30,LIB,,,,30,CS,Y,,Y,Y,,,,,,N,
11208,Los Angeles Department of Water & Power,61431,Beacon BESS 1,CA,Kern,BCNB1,OP,Batteries,BA,Electric Utility,1,20.0,20.0,20.0,10,2018,10,20,20,LIB,,,,15,CS,,Y,,,Y,,,,Y,,Y
15466,Public Service Co of Colorado,61439,Panasonic Carport Solar Hybrid,CO,Adams,PANBS,OP,Batteries,BA,Electric Utility,1,1.0,1.0,1.0,8,2017,2.2,1,1,LIB,,,,1,CS,Y,Y,,Y,,,,,,Y,Y
61091,Hopewell Valley High School,61473,Hopewell Valley High School Hybrid,NJ,Mercer,BA1,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,12,2015,1,0.5,0.5,LIB,,,,0.5,BL,,,,,,,,,,,Y
13478,"Entergy New Orleans, LLC",61647,New Orleans Solar Power Plant,LA,Orleans,NOSPB,OP,Batteries,BA,Electric Utility,1,0.5,0.5,0.5,6,2016,0.5,0.5,0.5,LIB,,,,0.4,CS,,Y,,,Y,,,Y,Y,,Y
61277,"Vista Energy Storage, LLC",61661,Vista Energy Storage System ,CA,San Diego,VISTA,OP,Batteries,BA,IPP Non-CHP,2,40.0,40.0,40.0,6,2018,40,40,40,LIB,,,,40,BL,Y,Y,,Y,,,,,,,
61295,"Pinal Central Energy Center, LLC",61678,Pinal Central Energy Center Hybrid,AZ,Pinal,BA1,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,4,2018,40,10,10,LIB,,,,10,CS,,,,,,,Y,,,,Y
17833,City Utilities of Springfield - (MO),61679,Cox Battery Energy Storage,MO,Greene,1,OP,Batteries,BA,Electric Utility,1,1.2,1.2,1.2,9,2017,1.5,1.2,1,PBB,,,,1.2,CS,,,,,,,,Y,,,
61344,Advanced Microgrid Solutions,61721,HEBT WLA 1,CA,Orange,WLA01,OP,Batteries,BA,Commercial Non-CHP,4,1.0,1.0,1.0,8,2019,6.9,1,1,LIB,,,,1,OT,Y,,,,,,Y,Y,,,
61344,Advanced Microgrid Solutions,61722,HEBT Irvine 1,CA,Orange,IRV01,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,5,2018,6.5,1,1,LIB,,,,1,OT,,,,,,,Y,Y,,,
61344,Advanced Microgrid Solutions,61722,HEBT Irvine 1,CA,Orange,IRV1W,OP,Batteries,BA,IPP Non-CHP,2,4.5,4.5,4.5,5,2018,27,4.5,4.5,LIB,,,,4.5,OT,,,,,,,Y,Y,,,
61344,Advanced Microgrid Solutions,61723,HEBT Irvine 2,CA,Orange,IRV06,OP,Batteries,BA,IPP Non-CHP,2,2.5,2.5,2.5,8,2018,15,2.5,2.5,LIB,,,,2.5,OT,,,,,,,Y,Y,,,
61344,Advanced Microgrid Solutions,61723,HEBT Irvine 2,CA,Orange,IRV2W,OP,Batteries,BA,IPP Non-CHP,2,3.3,3.3,3.3,2,2018,19.8,3.3,3.3,LIB,,,,3.3,OT,,,,,,,Y,Y,,,
58764,"Origis Energy USA, Inc",61730,MA Solar Storage 1 Hybrid,MA,Worcester,61730,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,4,2018,2,1,1,LIB,,,,1,CS,Y,,,,,,Y,,,,Y
61353,Philadelphia Authority for Industrial Development,61737,Navy Yard Peaker Station,PA,Philadelphia,GEN5,OP,Batteries,BA,IPP Non-CHP,2,6.2,6.2,6.2,8,2021,6.2,6.2,6.2,LIB,,,,6.4,CS,,Y,,,,,Y,,,,
61364,Lockheed Martin RMS Syracuse,61739,Lockheed Martin RMS Syracuse,NY,Onondaga,SYR1,OP,Batteries,BA,Industrial Non-CHP,6,1.0,1.0,1.0,8,2017,1.3,1,1,LIB,,,,1,CS,Y,,,,,,Y,Y,,,
1015,Austin Energy,61741,Kingsberry Energy Storage System,TX,Travis,KBESS,OP,Batteries,BA,Electric Utility,1,1.5,1.5,1.5,9,2018,3,1.5,1.5,LIB,,,,1.5,CS,Y,,Y,,Y,,Y,Y,Y,,Y
1015,Austin Energy,61742,System Control Center,TX,Travis,GEN1,SB,Flywheels,FW,Electric Utility,1,2.5,2.5,2.5,6,2012,2.5,2.5,2.5,,,,,0,CS,,,,,,,,,,Y,
1015,Austin Energy,61742,System Control Center,TX,Travis,GEN2,SB,Flywheels,FW,Electric Utility,1,2.5,2.5,2.5,6,2012,2.5,2.5,2.5,,,,,0,CS,,,,,,,,,,Y,
6452,Florida Power & Light Co,61763,Sunshine Gateway Solar Energy Center,FL,Columbia,2,OP,Batteries,BA,Electric Utility,1,30.0,30.0,30.0,12,2021,75,30,30,LIB,,,,30,CS,,,,,,Y,Y,,,,Y
61420,ENGIE Storage Services NA LLC,61795,Pacific Union College BESS,CA,Napa,12649,OP,Batteries,BA,Commercial Non-CHP,4,1.0,1.0,1.0,6,2020,2,1,1,LIB,,,,1,CS,Y,,,,,,,Y,,,
61482,"AES ES GILBERT, LLC",61861,AES ES GILBERT,AZ,Maricopa,SRP,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,1,2019,40,10,10,LIB,,,,10,BL,Y,,,,,,,,,,
61506,"Stryker 22, L.L.C.",61891,"Stryker 22, L.L.C.",NJ,Warren,EDGRD,OP,Batteries,BA,IPP Non-CHP,2,19.8,19.8,19.8,12,2018,19.8,19.8,19.8,LIB,,,,19.8,CS,,Y,,,,,,,,,
61507,Plumsted 537 LLC,61892,Plumsted 537 LLC,NJ,Ocean,PLMST,OP,Batteries,BA,IPP Non-CHP,2,19.8,19.8,19.8,2,2019,19.8,19.8,19.8,LIB,,,,19.8,CS,,Y,,,,,,,,,
61944,Goldman Sachs Renewable Power LLC,61901,Redstone Arsenal Hybrid,AL,Madison,BA,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,12,2017,2,0.5,0.5,LIB,,,,1,CS,Y,,,,,,,,,,Y
4254,Consumers Energy Co,61909,Parkview Battery,MI,Kalamazoo,PKVWB,OP,Batteries,BA,Electric Utility,1,1.1,1.0,1.0,9,2018,1,1.1,1.1,LIB,,,,1.1,CS,,,,,,,Y,,,,Y
803,Arizona Public Service Co,61913,Punkin Center Battery Storage,AZ,Gila,B1,OP,Batteries,BA,Electric Utility,1,2.0,2.0,2.0,6,2018,8,2,2,LIB,,,,2.2,CS,,Y,,,,,,,,Y,
61522,"Viridity Energy Solutions, Inc.",61923,ACUA,NJ,Atlantic,VACUA,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,6,2018,1,1,1,LIB,,,,1,CS,,Y,,,,,,,,,
61531,"Casa Mesa Wind, LLC",61925,Casa Mesa Wind Energy Center Hybrid,NM,Quay,CMNMB,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,11,2018,1,1,1,LIB,,,,12.5,CS,,Y,,,,,,,,,Y
60146,Ameresco Federal Solutions,61956,MCRD Parris Island PV Hybrid,SC,Beaufort,TBESS,OP,Batteries,BA,IPP Non-CHP,2,4.0,4.0,4.0,12,2018,4,4,4,LIB,,,,4,CS,,,,,,,,,,,Y
61576,Ameren Illinois,61990,TAC-Distributed Energy Resource Hybrid,IL,Champaign,BA,OP,Batteries,BA,Electric Utility,1,0.3,0.3,0.3,5,2017,0.5,0.3,0.3,LIB,,,,0.3,CT,N,,Y,,,,,Y,,Y,
61872,Gavilan District College Solar Project,61993,Gavilan Community College Solar Project,CA,Santa Clara,GDCBA,OP,Batteries,BA,IPP Non-CHP,2,0.5,0.5,0.5,6,2019,0.5,0.2,0.3,LIB,,,,0.3,CS,,,,,,,,,,,Y
61944,Goldman Sachs Renewable Power LLC,61995,UC Merced Solar Hybrid,CA,Merced,UCMBA,OP,Batteries,BA,IPP Non-CHP,2,0.5,0.5,0.5,12,2018,0.9,0.5,0.5,LIB,,,,0.5,CS,N,,,,,,Y,,,,Y
61597,Caldwell Wastewater Treatment Plant,62027,Caldwell Wastewater Treatment Plant Hybrid,NJ,Essex,BAT1,OP,Batteries,BA,IPP Non-CHP,2,1.0,0.5,0.5,12,2016,2,0.5,0.5,OTH,,,,0.5,OT,,Y,,,Y,,,,,Y,Y
61687,"KCE NY 1, LLC",62147,KCE NY 1,NY,Saratoga,KNY1,OP,Batteries,BA,IPP Non-CHP,2,20.0,20.0,20.0,3,2019,8.4,20,20,LIB,,,,6.5,CS,,Y,,,,,,,,,
11806,Massachusetts Mun Wholes Electric Co,62219,Ashburnham Energy Storage Project,MA,Worcester,AMLPB,OP,Batteries,BA,Electric Utility,1,3.0,3.0,3.0,3,2019,3,3,3,LIB,,,,3,CT,,,,,,N,Y,,,,
2144,Town of Braintree - (MA),62257,Station 9 Energy Storage System,MA,Norfolk,ESS1,OP,Batteries,BA,Electric Utility,1,2.0,2.0,2.0,6,2018,4.2,2,2,LIB,,,,2,CS,,,,,,,Y,,,,
19499,"United Power, Inc",62373,I25 Battery Storage,CO,Weld,I25BA,OP,Batteries,BA,Electric Utility,1,4.0,4.0,4.0,12,2018,16,4,4,LIB,,,,0.4,CS,,,,,,,Y,,,,
7601,Green Mountain Power Corp,62381,GMP Solar/Storage-Milton Hybrid,VT,Chittenden,GMPBM,OP,Batteries,BA,Electric Utility,1,2.0,2.0,2.0,9,2019,8,2,2,LIB,,,,2,OT,,Y,Y,,,,Y,Y,,,Y
7601,Green Mountain Power Corp,62382,GMP Solar/Storage-Ferrisburgh Hybrid,VT,Addison,GMPBF,OP,Batteries,BA,Electric Utility,1,2.0,2.0,2.0,9,2019,8,2,2,LIB,,,,2,OT,,Y,Y,,,,Y,Y,,,Y
7601,Green Mountain Power Corp,62383,GMP Solar/Storage-Essex Hybrid,VT,Chittenden,GMPBE,OP,Batteries,BA,Electric Utility,1,2.0,2.0,2.0,9,2019,8,2,2,LIB,,,,2,OT,,Y,,,,,Y,Y,,,Y
61957,Kearny Mesa Storage LLC,62441,Kearny Mesa Storage LLC,CA,San Diego,U1,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,2,2020,1,1,1,LIB,,,,1,CS,,,,,Y,,,,,,
61728,GlidePath Power Operations LLC,62444,Meyersdale Battery,PA,Somerset,BMY,OP,Batteries,BA,IPP Non-CHP,2,18.0,18.0,18.0,12,2015,12.1,18,18,LIB,,,,18,CT,,Y,,,,,,,,,
6452,Florida Power & Light Co,62490,Echo River Solar,FL,Suwannee,2,OP,Batteries,BA,Electric Utility,1,30.0,30.0,30.0,12,2021,75,30,30,LIB,,,,30,CS,,,,,,Y,Y,,,,Y
61978,Convergent Energy and Power LP,62497,Orange County Energy Storage 2,CA,Orange,OCES2,OP,Batteries,BA,IPP Non-CHP,2,9.0,9.0,9.0,11,2021,36,9,9,LIB,,,,9,CS,Y,,,,,,,,,,
61978,Convergent Energy and Power LP,62499,Orange County Energy Storage 3,CA,Orange,OCES3,OP,Batteries,BA,IPP Non-CHP,2,6.0,6.0,6.0,11,2021,24,6,6,LIB,,,,6,CS,Y,,,,,,,,,,
12341,MidAmerican Energy Co,62569,Knoxville Battery Energy Storage,IA,Marion,ES1,OP,Batteries,BA,Electric Utility,1,1.1,1.1,1.1,12,2018,4,1.1,1.1,LIB,,,,1.1,CS,Y,,,,,,,,,,
11806,Massachusetts Mun Wholes Electric Co,62585,Beebe Substation Battery Storage,MA,Middlesex,WAKFD,OP,Batteries,BA,Electric Utility,1,3.0,3.0,3.0,3,2019,3,3,3,LIB,,,,3,CT,,,,,,,Y,,,,
16604,City of San Antonio - (TX),62609,Commerce ESS,TX,Bexar,BA1,OP,Batteries,BA,Electric Utility,1,10.0,10.0,10.0,6,2019,10,10,10,LIB,,,,10,CS,Y,Y,,,,,,,,,Y
62122,"Minuteman Eenergy Storage, LLC",62644,Minuteman Energy Storage,MA,Middlesex,MMES,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,5,2019,10,5,5,LIB,,,,5,CS,,,,,,,Y,Y,,,
63359,"REA Investments, LLC",62652,Happy Hollow CSG Hybrid,MA,Worcester,HHESS,OP,Batteries,BA,IPP Non-CHP,2,3.3,3.3,3.3,10,2019,6.6,3.3,3.3,LIB,,,,3.3,CS,N,N,,,,,,,,,Y
61204,"Today's Power, Inc.",62682,Noland Wastewater Treatment Plant Hybrid,AR,Washington,FAYEB,OP,Batteries,BA,Commercial Non-CHP,4,6.0,6.0,6.0,7,2019,13.1,6,6,LIB,,,,6,BL,,,,,,,Y,,,,
61204,"Today's Power, Inc.",62683,Westside Wastewater Treatment Plant Hybrid,AR,Washington,FAYWB,OP,Batteries,BA,Commercial Non-CHP,4,6.0,6.0,6.0,7,2019,13.1,6,6,LIB,,,,6,BL,,,,,,,Y,,,,
56769,Consolidated Edison Development Inc.,62695,CED Northampton Solar LLC Hybrid,MA,Hampshire,NSES,OP,Batteries,BA,IPP Non-CHP,2,2.3,2.3,2.3,12,2020,4.9,2,2,LIB,,,,2,CS,,,,,Y,,Y,,,,
40215,"Cordova Electric Coop, Inc",62714,Eyak Service Center BESS,AK,Valdez Cordova,BESS1,OP,Batteries,BA,Electric Utility,1,1.0,1.0,1.0,8,2019,0.9,1,1,LIB,,,,0.8,CS,,Y,Y,Y,,,Y,Y,Y,,
62652,"East Hampton Energy Storage Center, LLC",62733,East Hampton Energy Storage Center,NY,Suffolk,BEH,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,8,2018,40,5,5,LIB,,,,5,BL,Y,,,Y,,,Y,,Y,,
62651,"Montauk Energy Storage Center, LLC",62734,Montauk Energy Storage Center,NY,Suffolk,BME,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,2,2019,40,5,5,LIB,,,,0.7,BL,,,,,,,Y,,,,
61728,GlidePath Power Operations LLC,62753,Prospect Storage,TX,Brazoria,BESS,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,1,2020,10,9.9,9.9,LIB,,,,3.3,CS,Y,Y,,Y,,,,,,,
61420,ENGIE Storage Services NA LLC,62754,San Diego International Airport BESS,CA,San Diego,BA,OP,Batteries,BA,Commercial Non-CHP,4,2.0,2.0,2.0,6,2021,4,2,2,LIB,,,,2,CS,Y,,,,,,Y,,,,
61522,"Viridity Energy Solutions, Inc.",62801,Vallecito,CA,Santa Barbara,ORN34,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,2,2021,10,10,10,LIB,,,,10,CS,,Y,Y,,,,Y,,,,
63332,Acushnet,62835,Acushnet Ball Plant 2,MA,Bristol,ESS-1,OP,Batteries,BA,Industrial Non-CHP,6,1.0,1.0,1.0,6,2019,2,1,1,LIB,,,,1,CS,,,,,,,Y,,,,
63332,Acushnet,62835,Acushnet Ball Plant 2,MA,Bristol,ESS-2,OP,Batteries,BA,Industrial Non-CHP,6,0.5,0.5,0.5,6,2019,1,0.5,0.5,LIB,,,,0.5,CS,,,,,,,Y,,,,
4226,Consolidated Edison Co-NY Inc,62839,98th Street Battery Storage Station,NY,Queens,ESS98,OP,Batteries,BA,Electric Utility,1,2.0,1.8,1.8,6,2021,12,1,2,LIB,,,,2,CS,,,,,,,Y,,,,
62707,Marengo Battery Storage LLC,62856,Marengo Battery Storage LLC,IL,McHenry,MBSS,OA,Batteries,BA,IPP Non-CHP,2,20.0,20.0,20.0,12,2018,20,20,20,LIB,,,,23.4,CS,,Y,,,,,,,,,
15470,"Duke Energy Indiana, LLC",62862,Nabb Battery Energy Storage System,IN,Clark,ES1,OP,Batteries,BA,Electric Utility,1,5.0,5.0,5.0,12,2020,5,5,5,LIB,,,,5,CS,,Y,,,,,,,,,
62747,Acorn I Energy Storage LLC,62874,Acorn I Energy Storage LLC,CA,Ventura,ACOR1,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,2.0,4,2021,6,2,2,LIB,,,,3,CS,Y,Y,,,,,,,,,
62748,Wildcat I Energy Storage LLC,62875,Wildcat I Energy Storage LLC,CA,Riverside,WILD1,OP,Batteries,BA,IPP Non-CHP,2,3.0,3.0,3.0,11,2021,12,3,3,LIB,,,,3,CS,Y,Y,,,,,,,,,
62763,Hecate Energy Johanna Facility LLC,62889,Hecate Energy Johanna Facility,CA,Orange,HEGJF,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,10,2021,40,10,10,LIB,,,,0.5,CS,Y,,,,,,,,,,
62763,Hecate Energy Johanna Facility LLC,62889,Hecate Energy Johanna Facility,CA,Orange,HJFII,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,10,2021,40,10,10,LIB,,,,0.5,CS,Y,,,,,,,,,,
61522,"Viridity Energy Solutions, Inc.",62907,Hinesburg,VT,Chittenden,VEC,OP,Batteries,BA,IPP Non-CHP,2,1.9,1.9,1.9,9,2019,1.9,1.9,1.9,LIB,,,,1.9,CS,,Y,Y,,,,Y,,,,
62731,"Gopher Energy Storage, LLC",62908,Anoka BESS,MN,Anoka,BA,OP,Batteries,BA,IPP Non-CHP,2,6.0,6.0,6.0,12,2018,12,6,6,LIB,,,,4.9,CS,,,,,,Y,Y,,,,Y
62731,"Gopher Energy Storage, LLC",62937,Athens BESS,MN,Isanti,BA,OP,Batteries,BA,IPP Non-CHP,2,6.0,6.0,6.0,12,2018,12,6,6,LIB,,,,4.9,CS,,,,,Y,,Y,,,,Y
62826,"Syncarpha Puddon I, LLC",62969,Syncarpha Puddon I Hybrid CSG,MA,Worcester,SYP1B,OP,Batteries,BA,IPP Non-CHP,2,4.0,4.0,4.0,3,2021,8,4,4,LIB,,,,1.2,CT,Y,,,Y,,,Y,,,,Y
62827,"Syncarpha Puddon II, LLC",62970,Syncarpha Puddon II Hybrid CSG,MA,Worcester,SYP2B,OP,Batteries,BA,IPP Non-CHP,2,4.0,4.0,4.0,3,2021,8,4,4,LIB,,,,1.2,CT,Y,,,Y,,,Y,,,,Y
62814,"Syncarpha Leicester, LLC",62972,Syncarpha Leicester Hybrid CSG,MA,Worcester,SYLEB,OP,Batteries,BA,IPP Non-CHP,2,12.8,12.8,12.8,6,2021,4.2,2,2,NIB,,,,1.2,CT,Y,,,Y,,,Y,,,,Y
62819,"Syncarpha Halifax, LLC",62973,Syncarpha Halifax Hybrid CSG,MA,Plymouth,SYHAB,OP,Batteries,BA,IPP Non-CHP,2,1.6,1.6,1.6,12,2020,3.2,1.6,1.6,NIB,,,,1,CT,Y,,,Y,,,Y,,,,Y
62822,"Syncarpha Blandford, LLC",62975,Syncarpha Blandford Hybrid CSG,MA,Hampden,SYBLB,OP,Batteries,BA,IPP Non-CHP,2,3.9,3.9,3.9,5,2020,7.9,3.9,3.9,NIB,,,,2.3,CT,Y,,,Y,,,Y,,,,Y
62821,"Syncarpha Northampton, LLC",62976,Syncarpha Northampton Hybrid CSG,MA,Hampshire,SYNOB,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,2.0,12,2020,4,2,2,LIB,,,,0.6,CT,,,,,,,Y,,,,Y
62825,"Syncarpha Northbridge II, LLC",62978,Syncarpha Northbridge II Hybrid CSG,MA,Worcester,SYN2B,OP,Batteries,BA,IPP Non-CHP,2,3.0,3.0,3.0,4,2021,6,3,3,LIB,,,,0.9,CT,Y,,,Y,,,Y,,,,Y
56404,National Grid,62981,East Pulaski BESS,NY,Oswego,BESS,OP,Batteries,BA,Electric Utility,1,2.0,2.0,2.0,12,2018,4.2,2,2,LIB,,,,0.6,CS,,,Y,,,Y,Y,,,,
61012,AES Distributed Energy,62999,"Finchville Solar, LLC Hybrid CSG",NY,Orange,BESS,OP,Batteries,BA,IPP Non-CHP,2,3.0,3.0,3.0,10,2020,4.4,1.9,1.9,LIB,,,,0,CT,,,,,,,Y,,,,Y
61012,AES Distributed Energy,63000,"RT 52 Walden Solar 1, LLC Hybrid",NY,Orange,BESS,OP,Batteries,BA,IPP Non-CHP,2,4.0,4.0,4.0,1,2020,8.8,3.9,3.9,LIB,,,,0,CT,,,,,,,Y,,,,Y
61012,AES Distributed Energy,63011,"Cronin Road Solar 1, LLC CSG Hybrid",MA,Worcester,BESS,OP,Batteries,BA,IPP Non-CHP,2,1.5,1.5,1.5,7,2020,7.7,1.5,1.5,LIB,,,,0,CT,,,,,,,Y,,,,Y
62876,"Department of the Army, Fort Carson",63022,Fort Carson Battery Energy Storage System,CO,El Paso,1,OP,Batteries,BA,Commercial Non-CHP,4,4.2,4.2,4.2,12,2018,8.5,4.2,4.2,LIB,,,,1.4,CS,,,,,,,,Y,,,
61012,AES Distributed Energy,63044,Ryan Road Solar LLC Hybrid(CSG),MA,Worcester,BESS,OP,Batteries,BA,IPP Non-CHP,2,4.3,4.3,4.3,12,2021,14,4.3,4.3,LIB,,,,0,CT,,,,,,,Y,,,,Y
3046,Duke Energy Progress - (NC),63064,Asheville-Rock Hill Battery,NC,Buncombe,ES1,OP,Batteries,BA,Electric Utility,1,8.8,8.8,8.8,8,2020,8.8,8.8,8.8,LIB,,,,8.8,CS,Y,Y,,,,,,,,,
62731,"Gopher Energy Storage, LLC",63090,Athens - Coopers Corner BESS,MN,Isanti,COOPR,OP,Batteries,BA,IPP Non-CHP,2,3.0,3.0,3.0,12,2018,6,3,3,LIB,,,,4.9,CS,,,,,Y,,Y,,,,Y
62894,Imeson Solar Farm LLC,63186,Imeson Solar,FL,Duval,IMESS,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,12,2019,3.8,1.5,1.5,LIB,,,,4,CS,,,,,,,Y,,,,
62950,"HG Solar Development, LLC",63214,Middleton Solar Park,MA,Essex,MDB02,OP,Batteries,BA,IPP Non-CHP,2,3.0,3.0,3.0,12,2019,6.6,3,2.7,LIB,,,,0.2,CS,,,,,,,,Y,,,Y
63012,"2W Permian Solar, LLC",63255,2W Permian Solar Project Hybrid,TX,Andrews,2WPBA,OP,Batteries,BA,IPP Non-CHP,2,40.0,40.0,40.0,10,2021,40,40,40,LIB,,,,13.1,BL,Y,Y,,,,,,,,,
61012,AES Distributed Energy,63264,Partridge Hill Solar Hybrid,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,1.3,1.3,1.3,7,2020,1.5,1.3,1.3,LIB,,,,0,CS,,,,,,,Y,,,,Y
61012,AES Distributed Energy,63280,"AES Kekaha Solar, LLC Hybrid",HI,Kauai,BESS,OP,Batteries,BA,IPP Non-CHP,2,14.0,14.0,14.0,4,2021,70,8,8,LIB,,,,10,CT,,,,,,,Y,,Y,,Y
15470,"Duke Energy Indiana, LLC",63324,Camp Atterbury Microgrid Hybrid,IN,Johnson,ES1,OP,Batteries,BA,Electric Utility,1,5.0,5.0,5.0,11,2019,5,5,5,FLB,,,,3.3,BL,,Y,,,,,Y,,,Y,Y
63163,Kearsarge Amesbury LLC,63398,Kearsarge Amesbury Hybrid,MA,Essex,AMBAT,OP,Batteries,BA,IPP Non-CHP,2,1.6,1.6,1.6,12,2019,3.8,1.5,1.5,LIB,,,,1.6,CS,,,,,Y,,,,,,Y
63246,"EDF Renewables Distributed Solutions, Inc",63412,San Diego Zoo,CA,San Diego,SDZOO,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,10,2019,4,1,1,LIB,,,,1.6,CS,N,,,,,,Y,,,,
61012,AES Distributed Energy,63415,"Middletown Solar 1, LLC Hybrid CSG",NY,Orange,BATT,OP,Batteries,BA,IPP Non-CHP,2,1.6,1.6,1.6,12,2020,6.6,1.6,1.6,LIB,,,,0,CS,,,,,,,Y,,,,Y
62856,"Forefront Power, LLC",63420,Fresno Bullard High School Hybrid,CA,Fresno,BA903,OP,Batteries,BA,IPP Non-CHP,2,0.4,0.4,0.4,3,2020,0.4,0.4,0.4,LIB,,,,0,CS,,,,,,,Y,,,,Y
62856,"Forefront Power, LLC",63421,Fresno Hoover High School Hybrid,CA,Fresno,BA291,OP,Batteries,BA,IPP Non-CHP,2,0.2,0.2,0.2,3,2020,0.2,0.2,0.2,LIB,,,,0,CS,,,,,,,Y,,,,Y
62856,"Forefront Power, LLC",63422,Fresno Sunnyside High School Hybrid,CA,Fresno,BA112,OP,Batteries,BA,IPP Non-CHP,2,0.3,0.3,0.3,12,2020,0.3,0.3,0.3,LIB,,,,0,CS,,,,,,,Y,,,,Y
63187,Rush Springs Energy Storage,63458,Rush Springs Energy Storage (BA),OK,Grady,RUSHE,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,3,2020,20,10,10,FLB,,,,10,CS,Y,,,,,,,,,,
61012,AES Distributed Energy,63468,Hurteau Solar Project Hybrid,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,1.3,1.3,1.3,3,2020,1.5,1.3,1.3,LIB,,,,0,CS,,,,,,,Y,,,,Y
61012,AES Distributed Energy,63469,Alicea Solar Project Hybrid CSG,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,1.5,1.5,1.5,12,2020,3,1.5,1.5,LIB,,,,0,CS,,,,,,,Y,,,,Y
61012,AES Distributed Energy,63470,McDougle-Mitchell Solar Project Hybrid CSG,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,2.9,2.9,2.9,8,2020,5.7,2.9,2.9,LIB,,,,0,CS,,,,,,,Y,,,,Y
